,valence_image,arousal_image,dominance_image,focus_image,participant,stimulus_image
1883,28,40,-53,63,LLM136,TTI_image_pride4.png
1884,32,-62,-31,92,LLM136,TTI_image_happy5.png
1885,16,-24,-32,-24,LLM136,TTI_image_surprise2.png
1886,24,-116,-35,-92,LLM136,TTI_image_satisfied9.png
1887,-24,56,-31,76,LLM136,TTI_image_guilt4.png
1888,-29,-88,-61,-121,LLM136,TTI_image_afraid10.png
1889,-27,74,-109,44,LLM136,TTI_image_ranger1.png
1890,92,-114,48,-97,LLM136,TTI_image_gratitude4.png
1891,-15,-22,-59,-44,LLM136,TTI_image_shame2.png
1892,0,39,0,98,LLM344,TTI_image_elevation5.png
1893,-227,227,144,-215,LLM344,TTI_image_afraid10.png
1894,-91,-101,154,1,LLM344,TTI_image_guilt4.png
1895,249,152,249,-249,LLM344,TTI_image_surprise2.png
1896,-79,-163,189,-193,LLM344,TTI_image_sad5.png
1897,-130,248,-64,-69,LLM344,TTI_image_anger4.png
1898,216,-204,-221,-225,LLM344,TTI_image_happy5.png
1899,-1,120,18,-36,LLM344,TTI_image_ranger1.png
1900,-123,43,220,23,LLM344,TTI_image_contempt5.png
1901,248,-249,-249,-248,LLM344,TTI_image_relaxed2.png
1902,-46,1,124,-127,LLM344,TTI_image_embarrass5.png
1903,248,-247,-249,-249,LLM344,TTI_image_sleepy2.png
1904,-112,0,-1,0,LLM344,TTI_image_disgust1.png
1905,89,-193,-64,0,LLM344,TTI_image_satisfied9.png
1906,140,-81,-82,-80,LLM344,TTI_image_pride4.png
1907,125,-248,-207,-90,LLM344,TTI_image_gratitude4.png
1908,-197,-82,159,2,LLM344,TTI_image_shame2.png
1909,-170,-39,89,-69,LLM344,TTI_image_mdisgust1.png
1910,-233,229,-220,214,LLM218,TTI_image_embarrass5.png
1911,3,240,-229,0,LLM218,TTI_image_gratitude4.png
1912,-222,22,-222,13,LLM218,TTI_image_satisfied9.png
1913,203,229,-214,-226,LLM218,TTI_image_happy5.png
1914,99,229,-221,-187,LLM218,TTI_image_pride4.png
1915,-238,239,-229,232,LLM218,TTI_image_contempt5.png
1916,1,-238,-225,-232,LLM218,TTI_image_sleepy2.png
1917,-228,233,-230,239,LLM218,TTI_image_anger4.png
1918,2,240,-230,229,LLM218,TTI_image_elevation5.png
1919,-238,-1,-233,236,LLM218,TTI_image_afraid10.png
1920,225,-233,-230,-237,LLM218,TTI_image_relaxed2.png
1921,2,236,-226,237,LLM218,TTI_image_ranger1.png
1922,-240,230,241,236,LLM218,TTI_image_disgust1.png
1923,-227,-232,-235,241,LLM218,TTI_image_sad5.png
1924,-233,233,-233,233,LLM218,TTI_image_guilt4.png
1925,232,233,242,2,LLM218,TTI_image_surprise2.png
1926,-238,2,-225,241,LLM218,TTI_image_shame2.png
1927,-228,226,-215,226,LLM218,TTI_image_mdisgust1.png
1928,14,-19,89,54,LLM279,TTI_image_satisfied9.png
1929,-77,69,-28,62,LLM279,TTI_image_mdisgust1.png
1930,-76,-58,115,-85,LLM279,TTI_image_sleepy2.png
1931,38,40,-36,46,LLM279,TTI_image_pride4.png
1932,11,11,15,14,LLM279,TTI_image_ranger1.png
1933,-10,18,53,44,LLM279,TTI_image_shame2.png
1934,-73,-81,42,106,LLM279,TTI_image_afraid10.png
1935,89,-99,111,-94,LLM279,TTI_image_relaxed2.png
1936,61,105,-34,-106,LLM279,TTI_image_anger4.png
1937,154,-118,165,-114,LLM279,TTI_image_contempt5.png
1938,-31,-101,-7,-41,LLM279,TTI_image_guilt4.png
1939,-6,28,35,150,LLM279,TTI_image_disgust1.png
1940,143,-222,-56,-233,LLM279,TTI_image_happy5.png
1941,47,43,7,-185,LLM279,TTI_image_gratitude4.png
1942,32,33,17,234,LLM279,TTI_image_surprise2.png
1943,93,145,-65,212,LLM279,TTI_image_elevation5.png
1944,-42,-131,47,189,LLM279,TTI_image_embarrass5.png
1945,-25,94,-22,42,LLM279,TTI_image_sad5.png
1946,0,-109,-183,-47,LLM285,TTI_image_gratitude4.png
1947,1,117,-146,-136,LLM285,TTI_image_pride4.png
1948,124,113,55,53,LLM285,TTI_image_happy5.png
1949,82,-3,-207,-26,LLM285,TTI_image_satisfied9.png
1950,-117,-44,-127,33,LLM285,TTI_image_guilt4.png
1951,55,-180,-156,-177,LLM285,TTI_image_sleepy2.png
1952,-202,147,-181,-2,LLM285,TTI_image_afraid10.png
1953,-249,191,0,241,LLM285,TTI_image_disgust1.png
1954,-113,222,-117,231,LLM285,TTI_image_anger4.png
1955,-205,117,-70,0,LLM285,TTI_image_contempt5.png
1956,-203,210,122,214,LLM285,TTI_image_mdisgust1.png
1957,-53,200,-129,-124,LLM285,TTI_image_ranger1.png
1958,60,189,-210,195,LLM285,TTI_image_elevation5.png
1959,-113,0,-192,113,LLM285,TTI_image_shame2.png
1960,45,186,-69,142,LLM285,TTI_image_surprise2.png
1961,-72,190,193,0,LLM285,TTI_image_embarrass5.png
1962,0,-152,-249,-118,LLM285,TTI_image_relaxed2.png
1963,-121,-122,-249,110,LLM285,TTI_image_sad5.png
1964,-32,-97,-216,-176,376496,TTI_image_guilt4.png
1965,23,-195,-212,-195,376496,TTI_image_relaxed2.png
1966,101,115,-80,-21,376496,TTI_image_surprise2.png
1967,9,-174,-207,-214,376496,TTI_image_sleepy2.png
1968,-109,22,-209,-202,376496,TTI_image_anger4.png
1969,-223,-101,-226,-195,376496,TTI_image_afraid10.png
1970,-214,81,71,30,376496,TTI_image_mdisgust1.png
1971,-96,-137,-186,-188,376496,TTI_image_contempt5.png
1972,-198,38,-211,-152,376496,TTI_image_embarrass5.png
1973,231,21,-209,-216,376496,TTI_image_happy5.png
1974,150,-88,-204,-201,376496,TTI_image_satisfied9.png
1975,189,-131,-222,-217,376496,TTI_image_elevation5.png
1976,-222,197,190,188,376496,TTI_image_disgust1.png
1977,54,-166,-197,-190,376496,TTI_image_gratitude4.png
1978,0,2,0,2,376496,TTI_image_ranger1.png
1979,7,-127,-179,-195,376496,TTI_image_sad5.png
1980,-168,-151,0,-5,376496,TTI_image_shame2.png
1981,82,-96,-210,-198,376496,TTI_image_pride4.png
1982,-218,44,-221,35,LLM183,TTI_image_shame2.png
1983,-229,110,223,-230,LLM183,TTI_image_ranger1.png
1984,15,-227,-213,-232,LLM183,TTI_image_gratitude4.png
1985,-37,-197,158,-196,LLM183,TTI_image_sad5.png
1986,-183,60,-89,-193,LLM183,TTI_image_afraid10.png
1987,95,-170,-227,-231,LLM183,TTI_image_pride4.png
1988,-216,127,-225,77,LLM183,TTI_image_embarrass5.png
1989,-141,23,231,-211,LLM183,TTI_image_mdisgust1.png
1990,219,-229,-227,-227,LLM183,TTI_image_relaxed2.png
1991,32,-244,-222,-225,LLM183,TTI_image_sleepy2.png
1992,-27,-236,213,-220,LLM183,TTI_image_guilt4.png
1993,-19,-79,16,-49,LLM183,TTI_image_surprise2.png
1994,224,152,-220,81,LLM183,TTI_image_satisfied9.png
1995,235,39,235,39,LLM183,TTI_image_happy5.png
1996,209,211,-217,-225,LLM183,TTI_image_elevation5.png
1997,-129,66,189,-225,LLM183,TTI_image_anger4.png
1998,-241,163,-114,86,LLM183,TTI_image_disgust1.png
1999,-201,115,168,-106,LLM183,TTI_image_contempt5.png
2000,-168,102,-161,120,LLM016,TTI_image_shame2.png
2001,-167,71,-170,69,LLM016,TTI_image_afraid10.png
2002,-134,-160,-149,93,LLM016,TTI_image_sad5.png
2003,87,71,-124,-150,LLM016,TTI_image_pride4.png
2004,-65,174,-85,-91,LLM016,TTI_image_anger4.png
2005,117,80,-117,-102,LLM016,TTI_image_gratitude4.png
2006,-117,-102,-117,80,LLM016,TTI_image_guilt4.png
2007,-122,-62,-90,80,LLM016,TTI_image_contempt5.png
2008,-169,74,96,104,LLM016,TTI_image_mdisgust1.png
2009,86,-127,-108,66,LLM016,TTI_image_satisfied9.png
2010,79,84,-131,-136,LLM016,TTI_image_relaxed2.png
2011,119,110,-124,-109,LLM016,TTI_image_sleepy2.png
2012,110,-101,-123,-107,LLM016,TTI_image_elevation5.png
2013,155,78,-91,-82,LLM016,TTI_image_happy5.png
2014,-122,-147,-117,93,LLM016,TTI_image_disgust1.png
2015,114,123,114,123,LLM016,TTI_image_surprise2.png
2016,-114,-135,-126,79,LLM016,TTI_image_embarrass5.png
2017,-148,87,49,101,LLM016,TTI_image_ranger1.png
2018,-107,0,1,-108,LLM231,TTI_image_sleepy2.png
2019,179,2,-2,-176,LLM231,TTI_image_elevation5.png
2020,-224,2,2,-154,LLM231,TTI_image_guilt4.png
2021,-223,1,0,-161,LLM231,TTI_image_anger4.png
2022,-203,2,2,-168,LLM231,TTI_image_mdisgust1.png
2023,-204,-4,4,-164,LLM231,TTI_image_embarrass5.png
2024,200,1,-198,1,LLM231,TTI_image_happy5.png
2025,-217,1,0,-196,LLM231,TTI_image_disgust1.png
2026,-214,1,0,-182,LLM231,TTI_image_contempt5.png
2027,221,1,1,-186,LLM231,TTI_image_relaxed2.png
2028,-216,5,-1,-180,LLM231,TTI_image_ranger1.png
2029,-216,5,-216,1,LLM231,TTI_image_shame2.png
2030,0,205,-223,2,LLM231,TTI_image_pride4.png
2031,-212,1,0,-149,LLM231,TTI_image_afraid10.png
2032,179,1,0,-151,LLM231,TTI_image_surprise2.png
2033,221,1,-216,4,LLM231,TTI_image_satisfied9.png
2034,-2,-137,-184,0,LLM231,TTI_image_sad5.png
2035,2,-174,1,-84,LLM231,TTI_image_gratitude4.png
2036,-150,39,57,23,LLM171,TTI_image_embarrass5.png
2037,-169,15,-161,-30,LLM171,TTI_image_guilt4.png
2038,87,94,-112,-101,LLM171,TTI_image_pride4.png
2039,8,154,6,85,LLM171,TTI_image_anger4.png
2040,-176,-1,-229,-1,LLM171,TTI_image_mdisgust1.png
2041,-1,-32,-2,-2,LLM171,TTI_image_sleepy2.png
2042,-3,2,-13,-3,LLM171,TTI_image_contempt5.png
2043,-5,-52,-33,-1,LLM171,TTI_image_sad5.png
2044,36,-197,-57,-181,LLM171,TTI_image_relaxed2.png
2045,-204,-2,165,16,LLM171,TTI_image_afraid10.png
2046,-200,69,3,35,LLM171,TTI_image_disgust1.png
2047,192,65,-202,-120,LLM171,TTI_image_surprise2.png
2048,-2,-2,3,1,LLM171,TTI_image_gratitude4.png
2049,158,36,2,-45,LLM171,TTI_image_happy5.png
2050,106,0,-1,-22,LLM171,TTI_image_elevation5.png
2051,-199,-42,-192,4,LLM171,TTI_image_shame2.png
2052,-176,115,-144,145,LLM171,TTI_image_ranger1.png
2053,-36,-3,-68,53,LLM171,TTI_image_satisfied9.png
2054,-113,135,-156,-147,500469,TTI_image_mdisgust1.png
2055,-180,173,-193,-200,500469,TTI_image_guilt4.png
2056,-3,204,-189,-198,500469,TTI_image_surprise2.png
2057,-188,198,155,-1,500469,TTI_image_ranger1.png
2058,-148,56,73,-51,500469,TTI_image_anger4.png
2059,-126,-85,88,-25,500469,TTI_image_embarrass5.png
2060,94,172,-2,-85,500469,TTI_image_pride4.png
2061,-68,-52,92,-56,500469,TTI_image_sad5.png
2062,-21,139,18,-60,500469,TTI_image_happy5.png
2063,-53,243,17,-91,500469,TTI_image_satisfied9.png
2064,-146,-55,23,-125,500469,TTI_image_afraid10.png
2065,-179,185,26,-108,500469,TTI_image_contempt5.png
2066,172,-4,-148,-100,500469,TTI_image_relaxed2.png
2067,-1,128,0,-61,500469,TTI_image_elevation5.png
2068,-179,128,81,-1,500469,TTI_image_disgust1.png
2069,-3,-75,0,58,500469,TTI_image_sleepy2.png
2070,76,-37,0,43,500469,TTI_image_gratitude4.png
2071,-70,108,99,-27,500469,TTI_image_shame2.png
